<<<<<<< HEAD
Date,Usage (kWh),Cost ($),Hi,Low
2020-10-17 14:00:00,1.4,0.17,80,65
2020-10-17 15:00:00,1.3,0.16,80,65
2020-10-17 16:00:00,1.3,0.16,80,65
2020-10-17 17:00:00,1.4,0.17,80,65
2020-10-17 18:00:00,2.3,0.28,80,65
2020-10-17 19:00:00,1.6,0.19,80,65
2020-10-17 20:00:00,1.5,0.19,80,65
2020-10-17 21:00:00,1.5,0.18,80,65
2020-10-17 22:00:00,1.9,0.24,80,65
2020-10-17 23:00:00,4.2,0.51,80,65
=======
Date,Usage (kWh),Cost ($),Hi,Low
2020-10-12 00:00:00,1.7,0.21,89,76
2020-10-12 01:00:00,1.6,0.19,89,76
2020-10-12 02:00:00,1.6,0.19,89,76
2020-10-12 03:00:00,1.7,0.2,89,76
2020-10-12 04:00:00,1.4,0.17,89,76
2020-10-12 05:00:00,1.3,0.15,89,76
2020-10-12 06:00:00,1.2,0.15,89,76
2020-10-12 07:00:00,1.2,0.14,89,76
2020-10-12 08:00:00,1.2,0.15,89,76
2020-10-12 09:00:00,1.6,0.19,89,76
2020-10-12 10:00:00,2.7,0.33,89,76
2020-10-12 11:00:00,2.0,0.24,89,76
2020-10-12 12:00:00,1.7,0.21,89,76
2020-10-12 13:00:00,1.8,0.21,89,76
2020-10-12 14:00:00,1.5,0.17,89,76
2020-10-12 15:00:00,1.8,0.21,89,76
2020-10-12 16:00:00,2.9,0.35,89,76
2020-10-12 17:00:00,2.8,0.33,89,76
2020-10-12 18:00:00,1.7,0.21,89,76
2020-10-12 19:00:00,1.9,0.23,89,76
2020-10-12 20:00:00,3.3,0.4,89,76
2020-10-12 21:00:00,2.3,0.28,89,76
2020-10-12 22:00:00,2.5,0.3,89,76
2020-10-12 23:00:00,2.2,0.26,89,76
2020-10-13 00:00:00,2.0,0.25,85,72
2020-10-13 01:00:00,1.7,0.2,85,72
2020-10-13 02:00:00,1.4,0.16,85,72
2020-10-13 03:00:00,1.3,0.16,85,72
2020-10-13 04:00:00,1.2,0.15,85,72
2020-10-13 05:00:00,1.3,0.15,85,72
2020-10-13 06:00:00,1.3,0.15,85,72
2020-10-13 07:00:00,1.2,0.14,85,72
2020-10-13 08:00:00,1.4,0.17,85,72
2020-10-13 09:00:00,1.5,0.17,85,72
2020-10-13 10:00:00,1.8,0.22,85,72
2020-10-13 11:00:00,1.8,0.21,85,72
2020-10-13 12:00:00,1.7,0.2,85,72
2020-10-13 13:00:00,1.8,0.21,85,72
2020-10-13 14:00:00,3.0,0.36,85,72
2020-10-13 15:00:00,1.9,0.23,85,72
2020-10-13 16:00:00,1.8,0.21,85,72
2020-10-13 17:00:00,1.9,0.23,85,72
2020-10-13 18:00:00,2.0,0.24,85,72
2020-10-13 19:00:00,5.5,0.66,85,72
2020-10-13 20:00:00,3.3,0.4,85,72
2020-10-13 21:00:00,1.9,0.23,85,72
2020-10-13 22:00:00,1.8,0.21,85,72
2020-10-13 23:00:00,2.1,0.26,85,72
2020-10-14 00:00:00,1.8,0.21,85,69
2020-10-14 01:00:00,1.5,0.18,85,69
2020-10-14 02:00:00,1.2,0.15,85,69
2020-10-14 03:00:00,1.2,0.14,85,69
2020-10-14 04:00:00,1.6,0.2,85,69
2020-10-14 05:00:00,1.1,0.13,85,69
2020-10-14 06:00:00,1.0,0.13,85,69
2020-10-14 07:00:00,1.0,0.12,85,69
2020-10-14 08:00:00,0.6,0.07,85,69
2020-10-14 09:00:00,1.4,0.17,85,69
2020-10-14 10:00:00,1.8,0.22,85,69
2020-10-14 11:00:00,1.6,0.19,85,69
2020-10-14 12:00:00,2.4,0.29,85,69
2020-10-14 13:00:00,2.9,0.34,85,69
2020-10-14 14:00:00,2.5,0.3,85,69
2020-10-14 15:00:00,1.9,0.23,85,69
2020-10-14 16:00:00,2.3,0.28,85,69
2020-10-14 17:00:00,1.9,0.23,85,69
2020-10-14 18:00:00,1.9,0.23,85,69
2020-10-14 19:00:00,1.5,0.19,85,69
2020-10-14 20:00:00,1.4,0.17,85,69
2020-10-14 21:00:00,1.6,0.19,85,69
2020-10-14 22:00:00,2.3,0.28,85,69
2020-10-14 23:00:00,1.7,0.2,85,69
2020-10-15 00:00:00,1.3,0.16,88,72
2020-10-15 01:00:00,1.1,0.14,88,72
2020-10-15 02:00:00,1.1,0.13,88,72
2020-10-15 03:00:00,1.1,0.14,88,72
2020-10-15 04:00:00,1.1,0.13,88,72
2020-10-15 05:00:00,0.9,0.11,88,72
2020-10-15 06:00:00,0.9,0.11,88,72
2020-10-15 07:00:00,0.9,0.11,88,72
2020-10-15 08:00:00,1.7,0.21,88,72
2020-10-15 09:00:00,1.6,0.2,88,72
2020-10-15 10:00:00,2.0,0.24,88,72
2020-10-15 11:00:00,1.5,0.18,88,72
2020-10-15 12:00:00,1.8,0.21,88,72
2020-10-15 13:00:00,2.0,0.24,88,72
2020-10-15 14:00:00,2.0,0.24,88,72
2020-10-15 15:00:00,2.3,0.28,88,72
2020-10-15 16:00:00,1.8,0.22,88,72
2020-10-15 17:00:00,2.4,0.29,88,72
2020-10-15 18:00:00,2.0,0.24,88,72
2020-10-15 19:00:00,3.5,0.42,88,72
2020-10-15 20:00:00,2.6,0.31,88,72
2020-10-15 21:00:00,1.8,0.21,88,72
2020-10-15 22:00:00,1.9,0.22,88,72
2020-10-15 23:00:00,1.8,0.22,88,72
2020-10-16 00:00:00,2.0,0.25,77,57
2020-10-16 01:00:00,1.6,0.2,77,57
2020-10-16 02:00:00,1.3,0.16,77,57
2020-10-16 03:00:00,1.1,0.13,77,57
2020-10-16 04:00:00,1.2,0.15,77,57
2020-10-16 05:00:00,1.2,0.15,77,57
2020-10-16 06:00:00,1.3,0.17,77,57
2020-10-16 07:00:00,0.9,0.11,77,57
2020-10-16 08:00:00,0.9,0.11,77,57
2020-10-16 09:00:00,0.8,0.09,77,57
2020-10-16 10:00:00,0.4,0.05,77,57
2020-10-16 11:00:00,0.4,0.05,77,57
2020-10-16 12:00:00,0.4,0.05,77,57
2020-10-16 13:00:00,1.2,0.15,77,57
2020-10-16 14:00:00,0.7,0.09,77,57
2020-10-16 15:00:00,0.7,0.08,77,57
2020-10-16 16:00:00,0.6,0.08,77,57
2020-10-16 17:00:00,1.6,0.2,77,57
2020-10-16 18:00:00,1.3,0.16,77,57
2020-10-16 19:00:00,0.7,0.09,77,57
2020-10-16 20:00:00,0.8,0.1,77,57
2020-10-16 21:00:00,0.6,0.08,77,57
2020-10-16 22:00:00,0.6,0.08,77,57
2020-10-16 23:00:00,0.6,0.08,77,57
2020-10-17 00:00:00,0.4,0.05,80,65
2020-10-17 01:00:00,0.4,0.05,80,65
2020-10-17 02:00:00,0.4,0.05,80,65
2020-10-17 03:00:00,0.4,0.05,80,65
2020-10-17 04:00:00,0.9,0.11,80,65
2020-10-17 05:00:00,0.4,0.05,80,65
2020-10-17 06:00:00,0.4,0.05,80,65
2020-10-17 07:00:00,0.4,0.05,80,65
2020-10-17 08:00:00,0.4,0.05,80,65
2020-10-17 09:00:00,0.4,0.05,80,65
2020-10-17 10:00:00,0.4,0.05,80,65
2020-10-17 11:00:00,0.6,0.07,80,65
2020-10-17 12:00:00,1.5,0.19,80,65
2020-10-17 13:00:00,1.4,0.17,80,65
2020-10-17 14:00:00,1.4,0.17,80,65
2020-10-17 15:00:00,1.3,0.16,80,65
2020-10-17 16:00:00,1.3,0.16,80,65
2020-10-17 17:00:00,1.4,0.17,80,65
2020-10-17 18:00:00,2.3,0.28,80,65
2020-10-17 19:00:00,1.6,0.19,80,65
2020-10-17 20:00:00,1.5,0.19,80,65
2020-10-17 21:00:00,1.5,0.18,80,65
2020-10-17 22:00:00,1.9,0.24,80,65
2020-10-17 23:00:00,4.2,0.51,80,65
>>>>>>> 577e1861bb1146f799b8111d3fb49703d75517b9
